"name"	"x"	"y"	"color"	"athaliana"	"common"	"description"	"clustering"	"hub"	"pfam"
"Cre08.g384150"	4971	4697	"#ff0000"	""	"Cre08.g384150"	""	0.5	6.41798030858012e-08	""
"Cre13.g582600"	6178	4089	"#ff0000"	""	"Cre13.g582600"	""	0.1	1.10718684190489e-09	""
"g6287"	2699	3338	"#cc00cc"	"AT1G72090"	"g6287"	"Methylthiotransferase"	0.142857142857143	8.51673332775422e-16	"PF04055,PF00919"
"Cre16.g691900"	2631	3572	"#cc00cc"	"AT2G30320"	"Cre16.g691900"	"Pseudouridine synthase family protein"	0.2	1.22921924318102e-16	"PF01416"
"g7287"	2516	3889	"#cc00cc"	"AT5G23710"	"g7287"	"DNA binding;DNA-directed RNA polymerases"	0.214285714285714	7.02410996103441e-17	"PF05158"
"Cre12.g521100"	8084	3588	"#ffcc00"	""	"Cre12.g521100"	""	0.428571428571429	7.37531545908613e-16	""
"g2879"	8125	3581	"#ffcc00"	""	"g2879"	""	0.666666666666667	5.34125028286991e-16	""
"Cre07.g351450"	7787	3809	"#ffcc00"	"AT2G33560"	"Cre07.g351450"	"BUB1-related (BUB1: budding uninhibited by benzymidazol 1)"	0.618181818181818	3.19597003227066e-15	"PF08311"
"Cre03.g172322"	4365	6784	"#ff6600"	""	"Cre03.g172322"	""	0.521052631578947	2.49177577854401e-09	""
"g6357"	3634.5	10262	"#cc00cc"	"AT5G65940"	"g6357"	"beta-hydroxyisobutyryl-CoA hydrolase 1"	0.521052631578947	2.49177577854401e-09	""
"g1224"	3716.80004882812	10262	"#cc00cc"	"AT5G36880"	"g1224"	"acetyl-CoA synthetase"	0.521052631578947	2.49177577854401e-09	""
"Cre07.g344000"	7361	1772	"#ff0000"	"AT3G53010"	"Cre07.g344000"	"Domain of unknown function (DUF303)"	0.166666666666667	2.6340412353879e-17	"PF03629"
"g18016"	1526	4239	"#cc00cc"	"AT4G30720"	"g18016"	"FAD/NAD(P)-binding oxidoreductase family protein"	0.309090909090909	1.69749324058332e-16	"PF07992"
"Cre08.g365000"	5081	6851	"#0000ff"	""	"CSE1"	""	0.418181818181818	0.000724957241343002	"PF07887"
"Cre06.g293362"	5199	7412	"#00ffff"	""	"Cre06.g293362"	""	0.318181818181818	6.49744697552436e-06	""
"Cre01.g011200"	2336	4488	"#cc00cc"	"AT1G55300"	"Cre01.g011200"	"TBP-associated factor 7"	1	1.06093327536457e-16	"PF04658"
"Cre16.g665350"	7087.5	5738	"#009900"	"AT1G12580"	"Cre16.g665350"	"phosphoenolpyruvate carboxylase-related kinase 1"	0.363636363636364	4.46616325022438e-15	"PF00069"
"Cre08.g358500"	7312	5756	"#009900"	""	"Cre08.g358500"	""	0.416666666666667	2.71306247244954e-15	""
"g7880"	6843	6180	"#009900"	""	"g7880"	""	1	2.92232241503869e-15	""
"Cre06.g286200"	4037.5	9938.5	"#666600"	""	"Cre06.g286200"	""	1	2.92232241503869e-15	""
"Cre06.g285350"	4119.7998046875	9938.5	"#666600"	""	"Cre06.g285350,g6633"	""	1	2.92232241503869e-15	""
"Cre06.g286300"	7823	6158	"#cc00cc"	""	"Cre06.g286300"	""	0.5	9.3303593982407e-15	"PF08241"
"g7103"	7063	6327	"#009900"	"AT5G51740"	"g7103"	"Peptidase family M48 family protein"	0.428571428571429	1.06423168033377e-12	"PF01435"
"Cre13.g590450"	8288	5821	"#cc00cc"	""	"Cre13.g590450"	""	0.333333333333333	5.28666709504771e-13	""
"Cre06.g288500"	5113.5	1530	"#666600"	"AT1G19360"	"Cre06.g288500"	"Nucleotide-diphospho-sugar transferase family protein"	0.333333333333333	3.6027830675139e-15	"PF03407"
"Cre03.g180850"	4950	1559	"#666600"	"AT4G14160"	"SEC23A"	"Sec23/Sec24 protein transport family protein"	0.320512820512821	1.61378926354766e-14	"PF04815,PF08033,PF04811,PF04810,PF00626"
"Cre12.g493350"	5161.56787109375	1463.19616699219	"#666600"	""	"Cre12.g493350"	""	0	2.19503436282325e-17	""
"g16715"	4512	6570	"#ff6600"	""	"g16715,g16716"	""	0.794294294294294	2.46854135503243e-08	"PF10218,PF00254"
"Cre06.g293200"	5313	8466	"#0000ff"	""	"Cre06.g293200"	""	0	3.24758335469688e-09	""
"Cre12.g501100"	2463	3514	"#cc00cc"	"AT3G21300"	"TMU3"	"RNA methyltransferase family protein"	0.5	7.55750331120046e-14	"PF05958"
"Cre06.g259100"	2422	3913	"#cc00cc"	""	"Cre06.g259100,Cre06.g259150"	""	0	4.58784132173688e-14	"PF00009,PF03143,PF03144"
"Cre08.g377850"	6025	6952	"#cc00cc"	""	"Cre08.g377850"	""	0.5	1.7560274902586e-17	""
"Cre03.g177350"	7102	6452	"#009900"	"AT5G12470"	"Cre03.g177350"	"Protein of unknown function (DUF3411)"	0.2	1.99894462641104e-15	"PF11891"
"Cre06.g311150"	7355	6152	"#009900"	"AT4G36790"	"Cre06.g311150"	"Major facilitator superfamily protein"	0.435897435897436	1.89065626451176e-14	"PF07690"
"Cre12.g556300"	7075	6169	"#009900"	""	"FBB5"	""	0.515151515151515	1.15897814357068e-14	""
"Cre01.g021400"	7311	5696	"#009900"	""	"Cre01.g021400,g497"	""	0.352773826458037	3.64902512475737e-14	"PF10197,PF12542,PF07719,PF00515"
"g14644"	7672	6063	"#009900"	""	"g14644"	""	0.472222222222222	3.20767688220571e-15	""
"Cre13.g575850"	3031	4392	"#ffff00"	"AT2G34460"	"Cre13.g575850"	"NAD(P)-binding Rossmann-fold superfamily protein"	0.955882352941177	3.42136318475531e-10	"PF05368"
"Cre06.g311100"	3440	6536	"#ff6600"	""	"Cre06.g311100"	""	0.430769230769231	2.47459837616855e-09	""
"Cre01.g019150"	3467	6465	"#ff6600"	"AT3G53760"	"GCP4"	"GAMMA-TUBULIN COMPLEX PROTEIN 4"	0.579831932773109	3.68479034737477e-09	"PF04130"
"Cre17.g709400"	3486	6641	"#ff6600"	"AT1G22860"	"Cre17.g709400"	"Vacuolar sorting protein 39"	0.533333333333333	3.71827588339746e-10	"PF10367"
"g2930"	3249	6269	"#ffff00"	""	"g2930"	""	0.758620689655172	1.01264555145659e-09	""
"Cre07.g352150"	3351	6510	"#ff6600"	""	"Cre07.g352150,g8190"	""	0.527777777777778	2.8432167423219e-10	"PF00069"
"Cre08.g363750"	2888	6193	"#00ffff"	"AT1G64480"	"Cre08.g363750"	"calcineurin B-like protein 8"	0.666666666666667	2.81551760369743e-11	"PF00036"
"g3182"	2877	6513	"#ffff00"	""	"g3182"	""	0.6	4.3005953202916e-11	""
"g7282"	3029	6366	"#ffff00"	""	"g7282"	""	0.485380116959064	4.86169398444546e-10	""
"Cre01.g034800"	4302	3140	"#ffff00"	"AT3G49790"	"Cre01.g034800"	"Carbohydrate-binding protein"	0.403508771929825	1.62496930523563e-12	""
"Cre07.g321000"	4967	3455	"#ff0000"	""	"CYG14"	""	0.166666666666667	1.18736725466319e-12	"PF00211"
"Cre07.g335400"	4258	3497	"#ffff00"	"AT5G64840"	"Cre07.g335400"	"general control non-repressible 5"	0.523809523809524	8.47052639106055e-12	"PF00005"
"g2819"	6153	3626	"#ff0000"	""	"g2819"	""	0.466666666666667	2.93445117785524e-07	""
"Cre09.g393250"	7094	4910	"#00ffff"	""	"Cre09.g393250,Cre09.g393200"	""	0.333333333333333	1.7630223330948e-13	"PF01758,PF00012"
"Cre12.g521350"	6817	4430.5	"#666600"	"AT2G17980"	"SLY1"	"Sec1/munc18-like (SM) proteins superfamily"	0.321428571428571	5.19784137116546e-15	"PF00995"
"Cre16.g665400"	6352	5173	"#00ffff"	"AT4G02840"	"Cre16.g665400"	"Small nuclear ribonucleoprotein family protein"	0.111111111111111	6.51404250936396e-12	"PF01423"
"Cre03.g178400"	6188	4069	"#666600"	""	"Cre03.g178400,g3695"	""	0.244444444444444	1.64838885853072e-12	"PF01753,PF00166"
"g15376"	6592	5954	"#009900"	"AT2G10940"	"g15376"	"Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein"	0	3.8325299974894e-15	""
"Cre07.g332100"	6296	4596	"#ff0000"	"AT1G23010"	"Cre07.g332100"	"Cupredoxin superfamily protein"	0.35672514619883	5.62356486918737e-05	"PF07731,PF00141"
"g6248"	7146	5563	"#00ffff"	""	"g6248"	""	0	3.39465868936845e-12	""
"g7575"	3476.5	10262	"#cc00cc"	"AT2G34660"	"g7575"	"multidrug resistance-associated protein 2"	0	3.39465868936845e-12	""
"Cre13.g563150"	3558.80004882812	10262	"#cc00cc"	"AT4G34090"	"CGLD8"	""	0	3.39465868936845e-12	""
"Cre07.g327450"	7034	6424	"#009900"	"AT5G59610"	"DNJ34"	"Chaperone DnaJ-domain superfamily protein"	0.666666666666667	7.91675726858253e-16	"PF00226"
"Cre01.g025150"	6906	6058	"#009900"	"AT5G17670"	"CPLD15"	"alpha/beta-Hydrolases superfamily protein"	0.533333333333333	9.02012787496168e-15	""
"g17873"	5014	6262	"#0000ff"	""	"g17873"	""	0.5	0.00102215163170505	""
"Cre17.g721350"	5292	5533	"#0000ff"	""	"Cre17.g721350"	""	0.761904761904762	0.0186373051121832	"PF02798"
"Cre08.g360250"	5915	4561	"#ff0000"	"AT5G45380"	"DUR4"	"solute:sodium symporters;urea transmembrane transporters"	0.397551020408163	1.9471303433536e-05	"PF00474"
"Cre10.g467150"	5640	4498	"#00ffff"	""	"Cre10.g467150"	""	1	8.08712769473509e-08	""
"Cre03.g168300"	5925.5	4955	"#00ffff"	""	"Cre03.g168300"	""	0.4	2.61521161838169e-06	""
"Cre03.g193300"	5734	4514	"#ff0000"	"AT4G11570"	"Cre03.g193300"	"Haloacid dehalogenase-like hydrolase (HAD) superfamily protein"	0.444148936170213	1.58579674508962e-05	""
"g8063"	5664.5	4678	"#00ffff"	""	"g8063,g8064"	""	0.252747252747253	9.59001183641948e-07	"PF00069"
"g7506"	5832	5068	"#00ffff"	"AT4G38470"	"g7506"	"ACT-like protein tyrosine kinase family protein"	0.5	5.78914756959768e-07	"PF07714"
"Cre07.g338950"	8042	9683	"#ffcc00"	""	"Cre07.g338950"	""	0.5	5.78914756959768e-07	"PF07714"
"Cre12.g561601"	8133	9564	"#ffcc00"	""	"Cre12.g561601"	""	0.5	5.78914756959768e-07	"PF07714"
"Cre07.g341900"	1882	5237	"#ff0000"	""	"Cre07.g341900,Cre07.g341925,g7950"	""	0	4.02422966517596e-18	""
"Cre15.g639400"	1688	5268	"#ff0000"	""	"Cre15.g639400,g15419"	""	0.4	2.78037685957612e-17	"PF01230,PF02367,PF00814"
"Cre03.g165550"	2194.734375	3417.41943359375	"#cc00cc"	""	"Cre03.g165550"	""	0	3.86326047856892e-16	""
"Cre01.g029000"	7614	5502	"#009900"	"AT1G48600"	"Cre01.g029000"	"S-adenosyl-L-methionine-dependent methyltransferases superfamily protein"	0.596491228070175	1.35704633762191e-12	"PF08241"
"g9788"	8082	5003	"#009900"	"AT2G37770"	"Cre16.g6729508"	"NAD(P)-linked oxidoreductase superfamily protein"	0.772727272727273	1.73729653036251e-14	"PF00248"
"g1034"	7988	5457	"#009900"	"AT3G20010"	"g1034"	"SNF2 domain-containing protein / helicase domain-containing protein / zinc finger protein-related"	0.679569892473118	7.27580723463814e-14	"PF00176,PF00271"
"g14208"	8272	5477	"#009900"	"AT3G27180"	"g14208"	"S-adenosyl-L-methionine-dependent methyltransferases superfamily protein"	0.657142857142857	1.19409869337585e-14	""
"Cre01.g012450"	7971	5414	"#009900"	"AT1G55860"	"Cre01.g012450"	"ubiquitin-protein ligase 1"	0.617073170731707	3.95691527804938e-13	"PF06025,PF06012,PF00632"
"Cre04.g226600"	6917	1706	"#ffff00"	""	"Cre04.g226600"	""	0	9.51181557223409e-18	"PF00884"
"g8082"	2213.5	5683	"#009900"	"AT1G63980"	"g8082"	"D111/G-patch domain-containing protein"	0	5.08223622805677e-15	"PF01585"
"Cre14.g626350"	2275.11010742188	5737.56640625	"#cc00cc"	""	"Cre14.g626350,Cre14.g626400,Cre14.g626437"	""	0	2.85354467167023e-17	"PF04751,PF00067"
"g3803"	2678	6272	"#0000ff"	"AT1G11240"	"g3803"	""	0.166666666666667	1.07055923272367e-12	"PF09805"
"g6318"	1976	3929	"#cc00cc"	"AT4G21130"	"g6318"	"Transducin/WD40 repeat-like superfamily protein"	0.707602339181287	3.0613412580175e-15	"PF00400"
"g2783"	6324	3193	"#ff0000"	""	"g2783"	""	0.333333333333333	7.26647755131048e-09	""
"Cre07.g348750"	3318.5	10262	"#00ffff"	"AT5G60750"	"Cre07.g348750"	"CAAX amino terminal protease family protein"	0.333333333333333	7.26647755131048e-09	""
"g271"	3400.80004882812	10262	"#00ffff"	"AT1G11930"	"g271"	"Predicted pyridoxal phosphate-dependent enzyme, YBL036C type"	0.333333333333333	7.26647755131048e-09	""
"g15191"	3270	5439	"#ffff00"	""	"g15191"	""	0.672156862745098	1.24336591771104e-09	""
"Cre09.g397650"	2695	6018	"#ffff00"	""	"Cre09.g397650"	""	0.380952380952381	3.12263803160621e-11	""
"Cre14.g629500"	6027	6040	"#ff6600"	"AT1G16210"	"Cre14.g629500"	""	0.6	5.92854489684945e-12	"PF06244"
"g6306"	5852	6689	"#ff6600"	"AT1G80600"	"ARG9"	"HOPW1-1-interacting 1"	0.476190476190476	8.7910804292698e-12	"PF00202"
"Cre08.g366150"	7261	6274	"#009900"	"AT3G50590"	"Cre08.g366150"	"Transducin/WD40 repeat-like superfamily protein"	0.294372294372294	9.40106877184845e-13	""
"Cre12.g550400"	5429	6678	"#ff6600"	"AT1G77370"	"GRX2"	"Glutaredoxin family protein"	0.4	1.0944310333386e-09	"PF00462"
"Cre10.g463250"	7190	6254	"#009900"	""	"Cre10.g463250"	""	0.380952380952381	4.5011667315302e-13	""
"Cre02.g074250"	5575	6823	"#ff6600"	""	"Cre02.g074250"	""	0.488888888888889	7.82234766995251e-11	""
"g7529"	6342	6479	"#009900"	"AT1G01930"	"g7529"	"zinc finger protein-related"	0.466666666666667	2.1005138417901e-11	""
"Cre03.g159450"	6130	4309	"#ff0000"	""	"Cre03.g159450,Cre03.g159500,g3265"	""	0.537537537537538	6.64632997387356e-06	"PF00278,PF02784,"
"Cre03.g161850"	5955	4442	"#ff0000"	""	"Cre03.g161850"	""	0.424949698189135	2.93394822457433e-05	""
"Cre16.g687750"	5953	4361	"#ff0000"	""	"Cre16.g687750"	""	0.560846560846561	4.82431017474621e-06	"PF05686"
"Cre03.g153800"	6250	4360	"#ff0000"	""	"Cre03.g153800,Cre03.g153850"	""	0.398860398860399	5.36283651432682e-06	"PF01650,PF03330"
"Cre03.g158850"	5812	4416	"#ff0000"	"AT2G30600"	"Cre03.g158850"	"BTB/POZ domain-containing protein"	0.425641025641026	1.93318448699648e-05	"PF00754,PF12248"
"Cre08.g360564"	6062	4451	"#ff0000"	"AT4G02900"	"Cre08.g360564"	"ERD (early-responsive to dehydration stress) family protein"	0.602150537634409	1.18290515992379e-05	"PF02714"
"Cre13.g565200"	5917	4418	"#ff0000"	"AT5G49470"	"Cre13.g565200"	"PAS domain-containing protein tyrosine kinase family protein"	0.402879811930649	2.26980541030819e-05	"PF00069"
"Cre09.g409336"	5689	4646	"#00ffff"	""	"Cre09.g409336"	""	0.383401519579193	1.61771952420618e-05	""
"g2904"	2261.31591796875	3500.69482421875	"#cc00cc"	"AT5G03860"	"MAS1"	"malate synthase"	0	7.97529151825782e-16	"PF01274"
"g4788"	3168	5376	"#ffff00"	""	"g4788"	""	0.444444444444444	5.31800733911295e-09	""
"g10432"	4471	4959	"#ffff00"	""	"g10432"	""	0.566153846153846	1.11063213125687e-10	""
"g2881"	3288	5384	"#ffff00"	"AT5G61560"	"g2881"	"U-box domain-containing protein kinase family protein"	0.561616161616162	2.13370593625369e-08	"PF04564,"
"Cre04.g213300"	4440	4942	"#ffff00"	""	"Cre04.g213300"	""	0.509677419354839	1.17123416183619e-10	""
"Cre11.g481950"	3101	5490	"#ffff00"	""	"Cre11.g481950"	""	0.514492753623188	2.58663153107848e-08	""
"Cre06.g251200"	3295	5097	"#ffff00"	""	"IFT43"	""	0.730994152046784	4.52437649807444e-10	""
"Cre12.g501700"	3062	5639	"#ffff00"	""	"Cre12.g501700"	""	0.471861471861472	3.20325262116639e-07	""
"g13917"	3246	5362	"#ffff00"	""	"g13917"	""	0.627053140096618	9.43348824699551e-09	""
"Cre03.g164850"	3601	5439	"#ffff00"	""	"Cre03.g164850"	""	0.647058823529412	1.27737396556689e-09	""
"Cre07.g345950"	3473	5400	"#ffff00"	""	"Cre07.g345950"	""	0.517171717171717	2.77752917535353e-08	""
"Cre16.g676500"	3498	5277	"#ffff00"	"AT5G25770"	"Cre16.g676500"	"alpha/beta-Hydrolases superfamily protein"	0.528571428571429	2.02972922825782e-09	""
"g18124"	4486	4955	"#ffff00"	""	"g18124"	""	0.473790322580645	2.02329955701593e-10	""
"Cre07.g354900"	4134	4758	"#ffcc00"	""	"Cre07.g354900"	""	0	3.76175843124137e-13	""
"g9778"	5999	4589	"#ff0000"	""	"g9778"	""	0.4114552893045	6.92898538533644e-05	""
"Cre07.g357350"	6949	6344	"#ff0000"	"AT4G01900"	"Cre07.g357350"	"GLNB1 homolog"	0	6.13146265348628e-16	"PF00543"
"Cre14.g627800"	7367	6969	"#ff0000"	"AT4G27780"	"Cre14.g627800"	"acyl-CoA binding protein 2"	0	1.09751718141163e-17	"PF00887,PF00023"
"Cre16.g662450"	5593	1722	"#666600"	"AT3G07090"	"Cre16.g662450"	"PPPDE putative thiol peptidase family protein"	0.563333333333333	3.81994513380921e-14	"PF05903"
"g1671"	5443	1546	"#666600"	""	"g1671"	""	0.598290598290598	4.88175642291891e-14	""
"Cre07.g322000"	6632	6438	"#009900"	"AT5G65720"	"CSD2"	"nitrogen fixation S (NIFS)-like 1"	1	3.16377619494925e-15	"PF00266"
"g7563"	3581	2472	"#cc00cc"	"AT5G37830"	"g7563"	"oxoprolinase 1"	0.333333333333333	2.98524673343962e-16	"PF05378,PF01968,PF02538"
"Cre14.g631450"	2998	2890	"#cc00cc"	""	"Cre14.g631450"	""	0.178571428571429	2.57550698571262e-16	""
"Cre02.g099150"	6213.24951171875	6481.26513671875	"#009900"	"AT3G56190"	"Cre02.g099150"	"alpha-soluble NSF attachment protein 2"	0	6.70217158782033e-16	""
"Cre07.g331000"	6157	7061	"#ff6600"	"AT3G53970"	"Cre07.g331000"	"proteasome inhibitor-related"	0	4.32786145180409e-13	""
"Cre16.g665000"	6912	5636	"#009900"	"AT5G38660"	"Cre16.g665000"	"acclimation of photosynthesis to  environment"	0.210526315789474	9.8124416251414e-12	"PF05348"
"Cre07.g334350"	3160.5	10262	"#ffff00"	""	"Cre07.g334350"	""	0.210526315789474	9.8124416251414e-12	"PF05348"
"Cre12.g489100"	3242.80004882812	10262	"#ff0000"	"AT5G56710"	"RPL31"	"Ribosomal protein L31e family protein"	0.210526315789474	9.8124416251414e-12	"PF05348"
"Cre10.g433700"	4830	5166	"#0000ff"	""	"Cre10.g433700,g10698"	""	0.866666666666667	0.0194004834731924	""
"Cre13.g564250"	2687	3451	"#cc00cc"	"AT4G11420"	"EIF3A"	"eukaryotic translation initiation factor 3A"	1	7.99702235844977e-14	"PF01399"
"g1040"	3179	4262	"#ffff00"	""	"g1040"	""	1	2.70854640875147e-11	""
"Cre03.g167150"	4281	4929	"#ffff00"	"AT1G62620"	"FMO1"	"Flavin-binding monooxygenase family protein"	0.4	6.72078840592956e-12	"PF00743"
"Cre07.g355600"	8198	5803	"#009900"	"AT2G17420"	"NTR3"	"NADPH-dependent thioredoxin reductase A"	0	4.36080160080886e-16	"PF00070,PF07992"
"Cre09.g412300"	7902	5350	"#009900"	"AT5G61880"	"TIM16"	"Protein Transporter, Pam16"	0	8.49770969660975e-14	"PF03656"
"g4573"	7924	6195	"#009900"	"AT2G26780"	"g4573"	"ARM repeat superfamily protein"	0.2	5.27393589574333e-15	""
"g9095"	4985	5834	"#0000ff"	""	"g9095"	""	0.433333333333333	0.0215261019219796	""
"g5356"	6400	2991	"#ff0000"	"AT5G59850"	"g5356"	"Ribosomal protein S8 family protein"	0.663967611336032	4.47970178902082e-09	"PF00410"
"Cre17.g707650"	5572	3022	"#ff0000"	"AT5G63650"	"Cre17.g707650"	"SNF1-related protein kinase 2"	0.483516483516484	6.35266375275852e-09	"PF00069"
"Cre04.g223500"	5842	2784	"#ff0000"	"AT1G73670"	"Cre04.g223500"	"MAP kinase 15"	0.377777777777778	1.40074547682318e-09	"PF00069"
"Cre01.g021850"	3903	6814	"#00ffff"	"AT2G01440"	"Cre01.g021850"	"DEAD/DEAH box RNA helicase family protein"	0.230769230769231	5.99181681125734e-06	"PF00270,PF00929,PF00271"
"Cre15.g639850"	4798	6061	"#0000ff"	""	"Cre15.g639850"	""	0.295238095238095	0.00604083953736608	""
"Cre13.g584800"	5121	6271	"#0000ff"	""	"Cre13.g584800"	""	0.256410256410256	0.00512856613732311	""
"Cre06.g267250"	4667	6708	"#0000ff"	"AT3G23610"	"Cre06.g267250"	"dual specificity protein phosphatase 1"	0.333333333333333	3.1012254361973e-05	"PF00782"
"Cre09.g409728"	4390	5969	"#cc00cc"	""	"Cre09.g409728"	""	0	5.57468446239588e-06	""
"Cre08.g364350"	3962	1435	"#666600"	""	"Cre08.g364350"	""	1	2.56087342329379e-17	"PF03254"
"g2728"	3908	1306	"#666600"	""	"g2728"	""	1	2.56087342329379e-17	""
"Cre06.g306900"	4230	1204	"#666600"	""	"SRR9"	""	0.333333333333333	3.18572653857748e-15	"PF00530"
"Cre16.g695218"	6192	5353	"#0000ff"	"AT4G31170"	"Cre16.g695218"	"Protein kinase superfamily protein"	0.666666666666667	0.00012150382978964	"PF00069"
"Cre17.g723900"	6005	5123	"#0000ff"	""	"FAP131"	""	0.435540069686411	0.00425294930392253	""
"g4971"	6007	5258	"#0000ff"	""	"g4971"	""	0.345454545454545	0.00153215431140919	""
"Cre05.g239050"	1644	4498	"#cc00cc"	"AT2G26200"	"Cre05.g239050"	"S-adenosyl-L-methionine-dependent methyltransferases superfamily protein"	0.242424242424242	4.79395504840598e-15	"PF08242"
"Cre06.g284750"	1328	4038	"#cc00cc"	"AT1G18070"	"EFG3"	"Translation elongation factor EF1A/initiation factor IF2gamma family protein"	0	1.82919530235271e-17	"PF03143,PF00009"
"Cre09.g409200"	1347	4048	"#cc00cc"	"AT3G49601"	"Cre09.g409200"	""	0.333333333333333	4.53640434983472e-17	""
"Cre12.g555750"	6409	6061	"#009900"	""	"Cre12.g555750"	""	0.792682926829268	8.12806590991032e-14	"PF00294"
"Cre16.g676550"	6423.5	6283	"#009900"	""	"Cre16.g676550"	""	0.803030303030303	2.96885714353054e-14	""
"Cre13.g586350"	6415	6285	"#009900"	"AT4G25290"	"Cre13.g586350"	"DNA photolyases;DNA photolyases"	0.866666666666667	3.26972318686152e-14	"PF00875,PF00561"
"g16828"	6750	6151	"#009900"	""	"g16828,g16829"	""	0.606349206349206	1.23191181866608e-13	"PF00160"
"g1899"	6482	6155	"#009900"	"AT2G40840"	"DPE2"	"disproportionating enzyme 2"	0.646258503401361	1.07398641304216e-13	"PF00686,PF02446"
"Cre06.g298050"	6605	6224	"#009900"	""	"Cre06.g298050,g6894"	""	0.568292682926829	1.62046216801064e-13	""
"g7772"	6366	6043	"#009900"	""	"g7772"	""	0.754320987654321	1.66705543075217e-13	""
"Cre04.g212600"	5202	3682	"#ff0000"	""	"Cre04.g212600"	""	0	2.6189586274727e-10	""
"Cre17.g720350"	7724	3433	"#ffcc00"	"AT1G69390"	"MINE1"	"homologue of bacterial MinE 1"	0.615615615615616	3.58814950509508e-14	"PF03776"
"Cre17.g721200"	7542	3457	"#ffcc00"	""	"Cre17.g721200"	""	0.629387755102041	1.15429540359665e-13	""
"Cre06.g278850"	7570	3431	"#ffcc00"	"AT4G29170"	"MND1"	"Mnd1 family protein"	0.653377630121816	1.13474496420511e-13	"PF03962"
"Cre09.g389350"	7642	3397	"#ffcc00"	""	"Cre09.g389350"	""	0.683467741935484	6.21633731551545e-14	""
"g8736"	5697	4778	"#ffcc00"	"AT1G36160"	"g8736"	"acetyl-CoA carboxylase 1"	0.5	8.41722510330623e-15	"PF02785,PF08326,PF00364,PF02786,PF00289,PF01039"
"g18041"	6075	4560	"#ffcc00"	"AT4G02020"	"g18041"	"SET domain-containing protein"	0.381818181818182	2.68672206009566e-14	"PF00856"
"Cre01.g048100"	4825.5	5052	"#ff0000"	""	"Cre01.g048100"	""	0	1.39604185475559e-15	""
"Cre01.g053360"	5289	5092	"#ffcc00"	"AT1G10510"	"Cre01.g053360"	"RNI-like superfamily protein"	0.194444444444444	1.71230825917613e-12	""
"g10520"	6401	4491	"#ffcc00"	"AT3G14120"	"g10520"	""	0.512820512820513	3.60161238252039e-14	"PF04121"
"Cre08.g375950"	3730	3313	"#ffff00"	"AT3G09250"	"EXR1"	"Nuclear transport factor 2 (NTF2) family protein"	0	4.3900687256465e-18	"PF02151"
"Cre16.g652550"	3836	3746	"#ffff00"	"AT5G54600"	"Pg9686"	"Translation protein SH3-like family protein"	0	5.85342496752867e-17	"PF00467"
"Cre02.g082850"	2502	5125	"#cc00cc"	"AT1G11870"	"Cre02.g082850"	"Seryl-tRNA synthetase"	0.340659340659341	3.21938373214077e-16	"PF00587"
"g8339"	3730	6540	"#ff6600"	"AT4G35350"	"CEP5"	"xylem cysteine peptidase 1"	0.666666666666667	9.70876604015422e-10	"PF00112"
"Cre08.g360400"	5669.5	3170	"#ff0000"	"AT4G02900"	"ERM1"	"ERD (early-responsive to dehydration stress) family protein"	0	4.31744688957121e-09	"PF02714"
"Cre09.g397450"	5689.31201171875	3090.12036132812	"#00ffff"	""	"Cre09.g397450"	""	0	2.04102870322883e-11	""
"g1274"	6064	3284	"#ff0000"	"AT3G02730"	"g1274"	"thioredoxin F-type 1"	0.752380952380952	2.17152783758398e-08	"PF00085"
"Cre03.g184000"	5757	3389	"#ff0000"	""	"Cre03.g184000"	""	0.301801801801802	1.35680134849039e-07	""
"g9748"	3828.22021484375	3885.55517578125	"#00ffff"	""	"g9748"	""	0	3.91679114741416e-12	""
"Cre17.g736900"	3757.09057617188	3987.85034179688	"#666600"	""	"Cre17.g736900"	""	0	3.91679114741416e-12	""
"Cre08.g364000"	1564	5650	"#666600"	"AT5G16750"	"Cre08.g364000"	"Transducin family protein / WD-40 repeat family protein"	0	4.3900687256465e-18	"PF00400"
"g15393"	1981	5598	"#666600"	""	"g15393"	""	0	1.17068499350573e-17	""
"Cre08.g371650"	4336	5145	"#00ffff"	"AT5G52440"	"TAT2"	"Bacterial sec-independent translocation protein mttA/Hcf106"	1	2.67744864359108e-07	"PF02416"
"Cre12.g548100"	5988	4599	"#ff0000"	"AT1G55860"	"UBC7"	"ubiquitin-protein ligase 1"	0.43921568627451	3.77470798259695e-05	"PF00632"
"Cre17.g706450"	6208	4742	"#ff0000"	""	"Cre17.g706450"	""	0.60952380952381	0.000135926573672498	"PF02931"
"Cre01.g014500"	6274	4269	"#ff0000"	"AT1G16270"	"Cre01.g014500"	"Protein kinase superfamily protein with octicosapeptide/Phox/Bem1p domain"	0.287878787878788	4.89791832608703e-06	"PF07714"
"g10637"	6203	4615	"#ff0000"	"AT2G38090"	"g10637"	"Duplicated homeodomain-like superfamily protein"	0.461988304093567	7.27462029639855e-06	"PF00249"
"Cre07.g333500"	6273	4633	"#ff0000"	""	"Cre07.g333500"	""	0.43956043956044	2.10088065711171e-05	""
"g16674"	6007	4462	"#ff0000"	"AT2G45490"	"g16674"	"ataurora3"	0.425339366515837	2.12505283299423e-05	"PF00069"
